ID,Response
50883,0.06489558739045598
50884,0.12368406379836
50885,0.4721030901466964
50886,0.1360980672527272
50887,0.03260954110864659
50888,0.09153512141038711
50889,0.3603675914325591
50890,0.4753999572580416
50891,0.10395560917994737
50892,0.11160916620186237
50893,0.05203155512160169
50894,0.40277243177921906
50895,0.08590589458366753
50896,0.07902110099069296
50897,0.2839427993049927
50898,0.4578558367601782
50899,0.08214051747143497
50900,0.2715222778205276
50901,0.4200650965929166
50902,0.042542699403464876
50903,0.05762385612350688
50904,0.4206172099676755
50905,0.520845992485361
50906,0.024502796661859255
50907,0.054398464203507184
50908,0.07401631531917838
50909,0.5106748156751009
50910,0.5404389854448497
50911,0.05974146427648686
50912,0.14266762224138574
50913,0.3062837135494816
50914,0.04476920851464427
50915,0.08361280484746558
50916,0.04966103137887043
50917,0.5683255214420464
50918,0.5199727334971579
50919,0.1792908401392643
50920,0.0781795271809454
50921,0.3118987120286193
50922,0.023870656825146493
50923,0.027970418383659035
50924,0.04921763193019559
50925,0.3078617630701331
50926,0.1524498666737125
50927,0.46415739720682014
50928,0.45686193131668945
50929,0.06389956948836532
50930,0.03299090119515197
50931,0.06024792971224202
50932,0.5562050530508414
50933,0.09453686510898061
50934,0.05288738165930553
50935,0.4451834481878239
50936,0.06059401641186897
50937,0.536601800766762
50938,0.05646130367871946
50939,0.5226455426508197
50940,0.41989931991910495
50941,0.5041527576294056
50942,0.38513873376300645
50943,0.3290264813836288
50944,0.040933187662239454
50945,0.5077771040321843
50946,0.2431131467961808
50947,0.4517737810801447
50948,0.4392220863240545
50949,0.2757988093846233
50950,0.34070432965851527
50951,0.5594624259282472
50952,0.3947834319836441
50953,0.36084209894931984
50954,0.025739533405242685
50955,0.04481819628757223
50956,0.07905325285109087
50957,0.00637959405475263
50958,0.107697340312607
50959,0.004856712579984001
50960,0.48504305382225066
50961,0.02282863133263948
50962,0.12276400425268538
50963,0.06876155767844837
50964,0.07557804624059275
50965,0.6044304679770189
50966,0.09204713730374052
50967,0.46350911965944264
50968,0.4634961951071898
50969,0.05199228265516777
50970,0.05815941083550698
50971,0.03141267005145539
50972,0.40827162137061784
50973,0.029628657891220996
50974,0.12420958699987572
50975,0.11263471249788312
50976,0.13711703214440119
50977,0.09212481027143567
50978,0.16760084794135152
50979,0.06608550580524514
50980,0.5691635948158577
50981,0.0260685238836822
50982,0.06914458599001878
50983,0.4283578422710139
50984,0.1571298390991168
50985,0.07734880471121695
50986,0.3369957278748791
50987,0.2863447088975684
50988,0.4870292157718015
50989,0.00829939050762285
50990,0.6040739888369322
50991,0.45650574372123764
50992,0.06979222939263646
50993,0.08501843795842258
50994,0.06513320389500901
50995,0.5995447018611048
50996,0.01431044619084465
50997,0.07169146367550545
50998,0.06940138415354312
50999,0.006652333547259838
51000,0.3019374796000117
51001,0.3387224352701384
51002,0.09141351664239453
51003,0.581088686618782
51004,0.4107057001982942
51005,0.032435751072567603
51006,0.3791421433517689
51007,0.5218067010973417
51008,0.6338909517328201
51009,0.04644444999483861
51010,0.3560380561250395
51011,0.08118523154362255
51012,0.3946281356227273
51013,0.2845827231794463
51014,0.33412603675989694
51015,0.3055384513451842
51016,0.007549548118076742
51017,0.006382518181661332
51018,0.3142647454949457
51019,0.33168086472330416
51020,0.12023883524711494
51021,0.2263373440876842
51022,0.30978972338100685
51023,0.4168092059811217
51024,0.6624275609335377
51025,0.09355608124775992
51026,0.06842446911155461
51027,0.4930046207018117
51028,0.16035706778710604
51029,0.054578752757793475
51030,0.28972006908563513
51031,0.5761174529832789
51032,0.03382931700675293
51033,0.012701555966197235
51034,0.6293830027882222
51035,0.1001544875426295
51036,0.5443293809591867
51037,0.11250382368892717
51038,0.48205466514453343
51039,0.08208324885643986
51040,0.0744857632311413
51041,0.49105299013216147
51042,0.039520878245706256
51043,0.07088421109242372
51044,0.120701412175098
51045,0.40849226530926996
51046,0.2610934277681104
51047,0.254153353673912
51048,0.01582054761066318
51049,0.49486775877133843
51050,0.08905077663160126
51051,0.5536811085763442
51052,0.5284097609169076
51053,0.005635442978440009
51054,0.112232694952069
51055,0.6248289468056336
51056,0.035992407280276
51057,0.622440175374016
51058,0.09009254567583093
51059,0.43608855318129425
51060,0.7308225777069579
51061,0.6024564743491639
51062,0.1680837084981918
51063,0.3356164588824033
51064,0.3677753962285097
51065,0.12172634744646627
51066,0.5172854802192287
51067,0.3952272672788172
51068,0.33680706421102363
51069,0.1299205688982093
51070,0.020249554866942715
51071,0.16109247751677402
51072,0.029633592563044743
51073,0.027717854725767245
51074,0.39168289041776555
51075,0.006188404617296986
51076,0.06025172787680053
51077,0.43227535448792553
51078,0.3279485294245178
51079,0.3930599234312676
51080,0.4382324785487442
51081,0.0424584999438677
51082,0.5871670669619873
51083,0.33313174152859176
51084,0.38386174320761496
51085,0.40024467428214244
51086,0.5156389303554311
51087,0.34121982464038286
51088,0.0048471179670828675
51089,0.09894044348589799
51090,0.06093722464000957
51091,0.05033480580830969
51092,0.00732284428383795
51093,0.1415333320852722
51094,0.0631672372612236
51095,0.030727078589127543
51096,0.506969094784816
51097,0.009436120080000325
51098,0.4538248056668881
51099,0.4851084131167717
51100,0.0900689130141511
51101,0.5705193533515088
51102,0.08648916027650433
51103,0.3994034987627378
51104,0.0062407435566980175
51105,0.37349515755640855
51106,0.02617758542928681
51107,0.37515617520617306
51108,0.030878458425776197
51109,0.596273121108437
51110,0.5275182632916847
51111,0.04770637017021503
51112,0.2918756810906211
51113,0.07234904819342496
51114,0.07635080014731888
51115,0.35654450989779135
