ID,Response
50883,0.13125755153602822
50884,0.15921958250627669
50885,0.3399831004260171
50886,0.18657621102261937
50887,0.060656833255320605
50888,0.08858025120029625
50889,0.3777648896390806
50890,0.4844020448866969
50891,0.14633343071681057
50892,0.10500865298971034
50893,0.05575083815908203
50894,0.34687931071411193
50895,0.09154834088396152
50896,0.06009890931079949
50897,0.315268336951238
50898,0.3539866956079932
50899,0.0823728071838095
50900,0.3362604137811601
50901,0.3435390604068234
50902,0.053030184609111644
50903,0.19620306888643696
50904,0.42687938020468674
50905,0.37137527380218815
50906,0.028745462148672858
50907,0.10039096243440737
50908,0.1271662893544053
50909,0.583728800848717
50910,0.5811107662038053
50911,0.07489507792864761
50912,0.33117200156984905
50913,0.3550667827868746
50914,0.05414490482837218
50915,0.18898991299276263
50916,0.07628804304384579
50917,0.4567988117860849
50918,0.3013902384353058
50919,0.20466977675587478
50920,0.06512957777739109
50921,0.23405503837350067
50922,0.03238061163202135
50923,0.033540096919996785
50924,0.06470936485732184
50925,0.2561759965194717
50926,0.16547137437965043
50927,0.37476797515229926
50928,0.5273204241665909
50929,0.058435449785917304
50930,0.05734285289690631
50931,0.1386673340817607
50932,0.49050992186332093
50933,0.15504869442923222
50934,0.06728345838746022
50935,0.3910206479385254
50936,0.06606302081684448
50937,0.5018336533460254
50938,0.1616669732085896
50939,0.6035742598407593
50940,0.32202034999089035
50941,0.5456232579799376
50942,0.5250245898562148
50943,0.3303588108541804
50944,0.044674691286585126
50945,0.41644351256860823
50946,0.4134670556254765
50947,0.354616290442781
50948,0.3018442487351779
50949,0.24899036393384638
50950,0.3306283782008187
50951,0.4899913743027854
50952,0.47399824796810136
50953,0.25650965434828304
50954,0.02750886201054965
50955,0.040226294717761915
50956,0.07040858795716014
50957,0.023450358476610166
50958,0.10265212644305714
50959,0.022185370250031877
50960,0.3656030493863117
50961,0.030947043217017318
50962,0.16313352560230435
50963,0.12977841791232997
50964,0.08263788206075887
50965,0.5858979087383323
50966,0.1047245021996012
50967,0.44746116918433065
50968,0.42303751517918853
50969,0.061515313101533894
50970,0.12761461476666314
50971,0.04534259587820698
50972,0.5071044692235137
50973,0.04210879998404672
50974,0.13848897961805645
50975,0.10514388586908123
50976,0.11379993002840812
50977,0.11138878927611731
50978,0.2865765487593085
50979,0.12577480412187725
50980,0.5671950423293817
50981,0.0514294427423176
50982,0.04838273294184424
50983,0.46201390352875593
50984,0.30390420760308307
50985,0.07966313876874702
50986,0.35871490773373155
50987,0.2727503250885005
50988,0.3358820446004914
50989,0.02731290783540999
50990,0.38899335461165424
50991,0.4022683694687507
50992,0.0732004064380615
50993,0.1469093136219387
50994,0.05681331275140271
50995,0.6275119959111504
50996,0.026957073831115185
50997,0.060731882012484396
50998,0.06962056332096149
50999,0.025557397984978792
51000,0.40078636565812065
51001,0.4752446375791215
51002,0.06046242951847793
51003,0.6345407704552559
51004,0.5096238081115058
51005,0.07142724222203231
51006,0.21099426526770299
51007,0.6340792050393185
51008,0.4635416992453235
51009,0.08686828478286501
51010,0.3123880531355135
51011,0.08813647206347935
51012,0.4140370889839726
51013,0.2255346698604456
51014,0.280436180870546
51015,0.3273132759139242
51016,0.032069617950697356
51017,0.02566444843859835
51018,0.2721205573083087
51019,0.341529356373233
51020,0.1803959663096773
51021,0.40507930000584585
51022,0.2188528879219919
51023,0.4158265219100505
51024,0.6564603150967709
51025,0.08242968795833176
51026,0.07913699973186596
51027,0.5637583231525702
51028,0.18998513026810032
51029,0.11224611965633235
51030,0.20247732912921595
51031,0.5956742581425936
51032,0.05510477820946512
51033,0.03678204719097762
51034,0.5193385128252805
51035,0.10131401002923657
51036,0.3390788345238424
51037,0.22319787775131705
51038,0.5257007313485669
51039,0.08016030261256686
51040,0.07981531900896491
51041,0.5221838410100672
51042,0.050330061805156444
51043,0.07870943737570983
51044,0.119566915134348
51045,0.2836194342387856
51046,0.33135532811788654
51047,0.34666544698784046
51048,0.02570817766611335
51049,0.4686671988965144
51050,0.0725162610112587
51051,0.48515280203472005
51052,0.4729355607214828
51053,0.02528892148839701
51054,0.1500792524561688
51055,0.4267784167214047
51056,0.03823366384382061
51057,0.572521487714105
51058,0.11543436216998097
51059,0.5017583854281746
51060,0.70420201939617
51061,0.36265912592140587
51062,0.14593229242643976
51063,0.3418532311531728
51064,0.19146383536667447
51065,0.0747572534248741
51066,0.5594664808923773
51067,0.3908839814882018
51068,0.3712766408235432
51069,0.288296033094927
51070,0.039987779554860825
51071,0.17781453880340065
51072,0.05828573453939874
51073,0.03825350622734468
51074,0.25890392752778996
51075,0.025012828204282984
51076,0.054903984254409025
51077,0.5115733990285574
51078,0.3339514091363399
51079,0.48576909974536225
51080,0.3788922263177777
51081,0.038306547247037706
51082,0.5380042590489437
51083,0.29572356450702797
51084,0.3644192758393545
51085,0.32859971923497394
51086,0.4817864493266857
51087,0.42974768846310935
51088,0.023462099090374628
51089,0.14043966463037208
51090,0.060352373406967544
51091,0.04979917627550921
51092,0.02699548830448808
51093,0.18315764262919698
51094,0.08001952920109615
51095,0.047332665912841396
51096,0.5017592159435388
51097,0.025816785222858483
51098,0.30939912041103523
51099,0.24713163797878077
51100,0.08300777476204899
51101,0.5467105619052497
51102,0.11740850705905777
51103,0.3704758096830584
51104,0.030088780852560282
51105,0.2066797072725227
51106,0.03886533779530323
51107,0.43641718447808947
51108,0.03713711794479596
51109,0.6435238468261671
51110,0.5051079680551406
51111,0.044729503761388914
51112,0.19977767276637953
51113,0.09741152589291034
51114,0.06568368168740456
51115,0.39884787885760065
51116,0.03195968269435233
51117,0.13829581077127537
51118,0.43487073606597926
51119,0.09982448042404257
51120,0.5087681177557565
51121,0.026624398893720036
51122,0.10599485187934361
51123,0.08262214721858681
51124,0.04369833744228503
51125,0.07041438189532481
51126,0.10073532587757401
51127,0.158218592493077
51128,0.08537049675601029
51129,0.03637554711474149
51130,0.4494655297772038
51131,0.09442538677835025
51132,0.17080498806223596
51133,0.4290244362624375
51134,0.050109329002341954
51135,0.34379670738119605
51136,0.43332277998010243
51137,0.234990963045767
51138,0.43933892227136584
51139,0.6031627877676697
51140,0.6138842595954781
51141,0.3470427431658719
51142,0.0451101228659372
51143,0.02239051076708343
51144,0.3747267842607555
51145,0.08481455036616334
51146,0.07961028498776199
51147,0.3953180728852336
51148,0.04981844855245312
51149,0.0336504340307424
51150,0.2618838953971338
51151,0.04539234165204646
51152,0.06214633499187626
51153,0.4528756413031666
51154,0.26413370374082146
51155,0.1561099323757121
51156,0.054829174120076055
51157,0.3291752011838588
51158,0.3865543160303995
51159,0.34151499897158655
51160,0.061322498230245735
51161,0.3013703623663438
51162,0.27871608804277787
51163,0.2942968846666371
51164,0.15874953016918
51165,0.08524834138300533
51166,0.07126644925527417
51167,0.38946907956223364
51168,0.049911689691124195
51169,0.03259455312125027
51170,0.5631270532911729
51171,0.03959840560804125
51172,0.1368988702579344
51173,0.037421942287425666
51174,0.09053195671810252
51175,0.2784934980637429
51176,0.28003465309839914
