ID,Response
50883,0.05318465254123735
50884,0.11741308990872765
50885,0.4954183824503457
50886,0.12719015952862855
50887,0.027660018965115885
50888,0.0920565690945208
50889,0.3572974799843494
50890,0.47381135355886717
50891,0.0964771700852068
50892,0.11277396265106568
50893,0.05137521105616398
50894,0.41263592373188507
50895,0.08491016876596859
50896,0.08236031128714474
50897,0.278414763249773
50898,0.4761856851987991
50899,0.08209952516925123
50900,0.26009790088629836
50901,0.43356969121399186
50902,0.04069196672011545
50903,0.03316870093004863
50904,0.4195121211023206
50905,0.5472231781353327
50906,0.023754090987715675
50907,0.04628214098628951
50908,0.06463690813649127
50909,0.49778293593858036
50910,0.5332616123697399
50911,0.057067297161399674
50912,0.1094021435363628
50913,0.29767493662523575
50914,0.04311467387104523
50915,0.06501684458653081
50916,0.04496214696740419
50917,0.5880067054989808
50918,0.5585461149786612
50919,0.1748122042657448
50920,0.08048245942863146
50921,0.32563583090893433
50922,0.02236890009452152
50923,0.026987533936070025
50924,0.04648379670776155
50925,0.31698278069672037
50926,0.15015195354913521
50927,0.47993200109879447
50928,0.44442807963729514
50929,0.06486382590644439
50930,0.0286934979536659
50931,0.04640921129409166
50932,0.567798311495698
50933,0.08385830699364209
50934,0.05034689753080764
50935,0.45474158940828835
50936,0.05962889798746153
50937,0.5427373561939509
50938,0.03789559729109532
50939,0.5083640043231834
50940,0.4371720793182017
50941,0.49683443403813526
50942,0.3604529944524403
50943,0.3287913644182373
50944,0.04027292231676669
50945,0.5238947966434037
50946,0.21305069229689333
50947,0.46891922060438535
50948,0.46346523413385626
50949,0.2805297115229957
50950,0.3424824387392853
50951,0.5717220232739171
50952,0.38080434680991637
50953,0.3792537068200911
50954,0.025427298945482634
50955,0.045628531858715224
50956,0.08057878195001983
50957,0.0033671062156013
50958,0.10858767217193932
50959,0.0017987141676226112
50960,0.506120701663887
50961,0.021395970411866923
50962,0.11563997107334086
50963,0.05799387646070455
50964,0.07433219286056345
50965,0.6077009196073754
50966,0.08980995526329452
50967,0.4663411109197565
50968,0.4706359621533077
50969,0.05031174787051492
50970,0.04590261014177355
50971,0.028954447846734527
50972,0.390830530573048
50973,0.027426279874839987
50974,0.12168969418490265
50975,0.11395662307943641
50976,0.1412318148707529
50977,0.08872528456472716
50978,0.1466051360323003
50979,0.05555210021995712
50980,0.5695109864311181
50981,0.021593067614511248
50982,0.07280844241028488
50983,0.42241853734317714
50984,0.13122847995135806
50985,0.07694039281871165
50986,0.3331629314291993
50987,0.288743717805051
50988,0.5137022459785033
50989,0.004944063920366297
50990,0.6420293948766871
50991,0.4660770450599118
50992,0.06919078638462028
50993,0.07409651872368445
50994,0.06660141997917483
50995,0.5946092970287438
50996,0.01207868837197338
50997,0.07362550749839152
50998,0.06936270547693987
50999,0.003316145705309434
51000,0.2844935585309337
51001,0.31463028192149434
51002,0.09687547319367393
51003,0.5716559659417573
51004,0.3932495635077275
51005,0.0255548996932503
51006,0.4088152983077805
51007,0.5019939062840518
51008,0.6639525845247312
51009,0.039310832091069246
51010,0.36374099782907354
51011,0.0799585420401184
51012,0.391203026206037
51013,0.29500296788279934
51014,0.34360071721095886
51015,0.30169583524481836
51016,0.0032224769711436925
51017,0.002979824606907741
51018,0.3217019551749405
51019,0.3299428956086109
51020,0.10962287094195688
51021,0.1947946459844792
51022,0.32583740022671537
51023,0.41698262081719306
51024,0.6634806043164966
51025,0.09551956241648255
51026,0.06653402253149968
51027,0.4805186732105014
51028,0.15512858617281294
51029,0.04440215859922779
51030,0.30511584672500325
51031,0.5726662520728116
51032,0.030074823853333134
51033,0.008452057514765403
51034,0.6488026186640355
51035,0.09994986592734591
51036,0.5805500656242475
51037,0.0929695788543878
51038,0.4743524181673511
51039,0.082422592311241
51040,0.07354525338799596
51041,0.4855593105654722
51042,0.03761337526462681
51043,0.06950328880713794
51044,0.12090161753523036
51045,0.43052864726288487
51046,0.2486942688828558
51047,0.23782769014792465
51048,0.014075671718524918
51049,0.49949138698454265
51050,0.09196863232930877
51051,0.5657743391425132
51052,0.5381993256572767
51053,0.002167182064918185
51054,0.10555389068663963
51055,0.6597790403499093
51056,0.03559689141612107
51057,0.6312493555492943
51058,0.0856204604121574
51059,0.4244997592553742
51060,0.7355203232912145
51061,0.6447736534834743
51062,0.1719927819226186
51063,0.3345158520110911
51064,0.3988892010864806
51065,0.1300150110973355
51066,0.5098417742180849
51067,0.3959937294771611
51068,0.3307241977499908
